session_id,user_id,platform,campaign_id,campaign_name,timestamp,session_order,converted,conversion_value
sess_002401,user_012400,facebook,CAMP_0024,Product Launch - Organic Footwear - Nov2025,2025-11-27 20:41:00,1,True,1393.93
sess_002402,user_012401,facebook,CAMP_0049,Influencer Collaboration - Green Living - Sep2025,2025-09-26 03:22:00,1,True,3143.41
sess_002403,user_012402,facebook,CAMP_0049,Influencer Collaboration - Green Living - Sep2025,2025-09-26 08:39:00,1,True,2684.46
sess_002404,user_012403,facebook,CAMP_0005,Festive Campaign - Eco Accessories - Sep2025,2025-10-08 04:19:00,1,True,1604.43
sess_002405,user_012404,instagram,CAMP_0035,Flash Sale - Organic Footwear - Nov2025,2025-11-15 10:59:00,1,True,2024.71
sess_002406,user_012405,instagram,CAMP_0014,Flash Sale - Sustainable Clothing - Oct2025,2025-11-06 11:55:00,1,True,1669.28
sess_002407,user_012406,facebook,CAMP_0037,Flash Sale - Eco Accessories - Nov2025,2025-12-17 07:48:00,1,True,1819.6
sess_002408,user_012407,instagram,CAMP_0002,Product Launch - Eco Accessories - Oct2025,2025-10-23 19:46:00,1,True,1480.91
sess_002409,user_012408,instagram,CAMP_0014,Flash Sale - Sustainable Clothing - Oct2025,2025-11-06 22:58:00,1,True,1963.77
sess_002410,user_012409,facebook,CAMP_0021,Influencer Collaboration - Organic Footwear - Oct2025,2025-11-13 18:42:00,1,True,1154.98
sess_002411,user_012410,facebook,CAMP_0008,Influencer Collaboration - Eco Accessories - Sep2025,2025-09-30 03:18:00,1,True,840.91
sess_002412,user_012411,facebook,CAMP_0036,Product Launch - Green Living - Nov2025,2025-11-24 22:33:00,1,True,1158.03
sess_002413,user_012412,google,CAMP_0013,Influencer Collaboration - Green Living - Oct2025,2025-10-31 02:05:00,1,True,825.85
sess_002414,user_012413,google,CAMP_0009,Brand Awareness - Green Living - Nov2025,2025-11-27 15:13:00,1,True,1975.38
sess_002415,user_012414,instagram,CAMP_0014,Flash Sale - Sustainable Clothing - Oct2025,2025-11-06 08:08:00,1,True,2089.01
sess_002416,user_012415,instagram,CAMP_0010,Influencer Collaboration - Organic Footwear - Sep2025,2025-10-14 00:47:00,1,True,1554.75
sess_002417,user_012416,facebook,CAMP_0033,Product Launch - Eco Accessories - Oct2025,2025-11-13 13:23:00,1,True,994.79
sess_002418,user_012417,facebook,CAMP_0046,Festive Campaign - Eco Accessories - Nov2025,2025-12-01 09:01:00,1,True,3244.47
sess_002419,user_012418,google,CAMP_0034,Brand Awareness - Green Living - Sep2025,2025-10-05 22:43:00,1,True,2179.54
sess_002420,user_012419,instagram,CAMP_0020,Product Launch - Eco Accessories - Oct2025,2025-11-09 04:49:00,1,True,829.98
sess_002421,user_012420,facebook,CAMP_0046,Festive Campaign - Eco Accessories - Nov2025,2025-12-01 06:11:00,1,True,2710.62
sess_002422,user_012421,facebook,CAMP_0037,Flash Sale - Eco Accessories - Nov2025,2025-12-17 15:09:00,1,True,3837.71
sess_002423,user_012422,facebook,CAMP_0018,Influencer Collaboration - Green Living - Oct2025,2025-10-30 03:54:00,1,True,1250.64
sess_002424,user_012423,facebook,CAMP_0027,Product Launch - Sustainable Clothing - Nov2025,2025-12-15 07:03:00,1,True,1215.46
sess_002425,user_012424,facebook,CAMP_0045,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-11-01 04:53:00,1,True,916.08
sess_002426,user_012425,facebook,CAMP_0004,Festive Campaign - Green Living - Nov2025,2025-12-01 00:15:00,1,True,1873.06
sess_002427,user_012426,facebook,CAMP_0047,Influencer Collaboration - Organic Footwear - Oct2025,2025-11-21 18:54:00,1,True,2786.31
sess_002428,user_012427,instagram,CAMP_0035,Flash Sale - Organic Footwear - Nov2025,2025-11-15 10:32:00,1,True,1805.24
sess_002429,user_012428,facebook,CAMP_0033,Product Launch - Eco Accessories - Oct2025,2025-11-13 07:51:00,1,True,1183.16
sess_002430,user_012429,google,CAMP_0013,Influencer Collaboration - Green Living - Oct2025,2025-10-31 15:52:00,1,True,1053.29
sess_002431,user_012430,instagram,CAMP_0031,Flash Sale - Organic Footwear - Sep2025,2025-10-23 11:51:00,1,True,3427.67
sess_002432,user_012431,instagram,CAMP_0007,Flash Sale - Organic Footwear - Oct2025,2025-11-04 14:25:00,1,True,807.08
sess_002433,user_012432,facebook,CAMP_0037,Flash Sale - Eco Accessories - Nov2025,2025-12-17 23:15:00,1,True,2667.07
sess_002434,user_012433,facebook,CAMP_0024,Product Launch - Organic Footwear - Nov2025,2025-11-27 11:13:00,1,True,878.42
sess_002435,user_012434,instagram,CAMP_0003,Flash Sale - Organic Footwear - Oct2025,2025-11-18 16:29:00,1,True,1807.81
sess_002436,user_012435,google,CAMP_0013,Influencer Collaboration - Green Living - Oct2025,2025-10-31 02:47:00,1,True,895.76
sess_002437,user_012436,instagram,CAMP_0028,Influencer Collaboration - Green Living - Nov2025,2025-12-01 09:29:00,1,True,1992.4
sess_002438,user_012437,instagram,CAMP_0003,Flash Sale - Organic Footwear - Oct2025,2025-11-18 11:20:00,1,True,1552.19
sess_002439,user_012438,instagram,CAMP_0026,Influencer Collaboration - Organic Footwear - Nov2025,2025-11-22 23:14:00,1,True,640.56
sess_002440,user_012439,facebook,CAMP_0041,Festive Campaign - Sustainable Clothing - Nov2025,2025-12-18 03:19:00,1,True,1571.1
sess_002441,user_012440,instagram,CAMP_0020,Product Launch - Eco Accessories - Oct2025,2025-11-09 04:10:00,1,True,853.76
sess_002442,user_012441,google,CAMP_0022,Product Launch - Eco Accessories - Oct2025,2025-10-31 20:21:00,1,True,2950.6
sess_002443,user_012442,facebook,CAMP_0021,Influencer Collaboration - Organic Footwear - Oct2025,2025-11-13 11:52:00,1,True,920.56
sess_002444,user_012443,facebook,CAMP_0004,Festive Campaign - Green Living - Nov2025,2025-12-01 01:32:00,1,True,2072.32
sess_002445,user_012444,facebook,CAMP_0019,Product Launch - Eco Accessories - Nov2025,2025-12-23 05:30:00,1,True,2068.24
sess_002446,user_012445,facebook,CAMP_0024,Product Launch - Organic Footwear - Nov2025,2025-11-27 07:41:00,1,True,1623.37
sess_002447,user_012446,facebook,CAMP_0036,Product Launch - Green Living - Nov2025,2025-11-24 00:11:00,1,True,999.65
sess_002448,user_012447,facebook,CAMP_0041,Festive Campaign - Sustainable Clothing - Nov2025,2025-12-18 20:45:00,1,True,1281.1
sess_002449,user_012448,google,CAMP_0040,Product Launch - Sustainable Clothing - Nov2025,2025-12-04 16:07:00,1,True,3809.04
sess_002450,user_012449,facebook,CAMP_0025,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-10-23 01:45:00,1,True,3208.92
sess_002451,user_012450,facebook,CAMP_0025,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-10-23 05:20:00,1,True,3184.62
sess_002452,user_012451,facebook,CAMP_0024,Product Launch - Organic Footwear - Nov2025,2025-11-27 07:00:00,1,True,1342.46
sess_002453,user_012452,facebook,CAMP_0008,Influencer Collaboration - Eco Accessories - Sep2025,2025-09-30 13:16:00,1,True,861.0
sess_002454,user_012453,instagram,CAMP_0020,Product Launch - Eco Accessories - Oct2025,2025-11-09 17:37:00,1,True,657.27
sess_002455,user_012454,google,CAMP_0039,Flash Sale - Sustainable Clothing - Oct2025,2025-10-26 00:46:00,1,True,3533.59
sess_002456,user_012455,facebook,CAMP_0004,Festive Campaign - Green Living - Nov2025,2025-12-01 07:53:00,1,True,1640.88
sess_002457,user_012456,google,CAMP_0022,Product Launch - Eco Accessories - Oct2025,2025-10-31 03:54:00,1,True,3307.54
sess_002458,user_012457,google,CAMP_0022,Product Launch - Eco Accessories - Oct2025,2025-10-31 21:31:00,1,True,2091.17
sess_002459,user_012458,facebook,CAMP_0044,Flash Sale - Organic Footwear - Nov2025,2025-11-24 19:07:00,1,True,2062.81
sess_002460,user_012459,facebook,CAMP_0006,Influencer Collaboration - Sustainable Clothing - Sep2025,2025-10-25 23:26:00,1,True,2481.64
sess_002461,user_012460,google,CAMP_0013,Influencer Collaboration - Green Living - Oct2025,2025-10-31 03:22:00,1,True,963.88
sess_002462,user_012461,instagram,CAMP_0042,Festive Campaign - Organic Footwear - Sep2025,2025-10-10 03:57:00,1,True,1694.69
sess_002463,user_012462,facebook,CAMP_0044,Flash Sale - Organic Footwear - Nov2025,2025-11-24 01:23:00,1,True,2052.25
sess_002464,user_012463,instagram,CAMP_0042,Festive Campaign - Organic Footwear - Sep2025,2025-10-10 03:38:00,1,True,2067.95
sess_002465,user_012464,facebook,CAMP_0011,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-10-18 22:12:00,1,True,694.77
sess_002466,user_012465,facebook,CAMP_0046,Festive Campaign - Eco Accessories - Nov2025,2025-12-01 15:56:00,1,True,3152.96
sess_002467,user_012466,facebook,CAMP_0037,Flash Sale - Eco Accessories - Nov2025,2025-12-17 17:29:00,1,True,2011.12
sess_002468,user_012467,google,CAMP_0030,Product Launch - Sustainable Clothing - Nov2025,2025-11-19 01:17:00,1,True,1186.62
sess_002469,user_012468,instagram,CAMP_0003,Flash Sale - Organic Footwear - Oct2025,2025-11-18 08:44:00,1,True,1534.45
sess_002470,user_012469,facebook,CAMP_0024,Product Launch - Organic Footwear - Nov2025,2025-11-27 12:26:00,1,True,1173.87
sess_002471,user_012470,facebook,CAMP_0045,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-11-01 03:25:00,1,True,1332.62
sess_002472,user_012471,instagram,CAMP_0029,Influencer Collaboration - Organic Footwear - Nov2025,2025-12-01 13:02:00,1,True,884.99
sess_002473,user_012472,instagram,CAMP_0001,Flash Sale - Eco Accessories - Sep2025,2025-10-05 19:01:00,1,True,1099.58
sess_002474,user_012473,instagram,CAMP_0048,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-11-09 05:26:00,1,True,1584.0
sess_002475,user_012474,instagram,CAMP_0020,Product Launch - Eco Accessories - Oct2025,2025-11-09 20:16:00,1,True,1263.65
sess_002476,user_012475,instagram,CAMP_0014,Flash Sale - Sustainable Clothing - Oct2025,2025-11-06 14:43:00,1,True,1688.87
sess_002477,user_012476,facebook,CAMP_0006,Influencer Collaboration - Sustainable Clothing - Sep2025,2025-10-25 10:18:00,1,True,3177.83
sess_002478,user_012477,instagram,CAMP_0001,Flash Sale - Eco Accessories - Sep2025,2025-10-05 07:28:00,1,True,1141.44
sess_002479,user_012478,google,CAMP_0038,Festive Campaign - Eco Accessories - Nov2025,2025-12-28 03:41:00,1,True,2112.82
sess_002480,user_012479,instagram,CAMP_0010,Influencer Collaboration - Organic Footwear - Sep2025,2025-10-14 16:42:00,1,True,2079.45
sess_002481,user_012480,instagram,CAMP_0017,Festive Campaign - Green Living - Sep2025,2025-10-01 11:17:00,1,True,2709.9
sess_002482,user_012481,google,CAMP_0038,Festive Campaign - Eco Accessories - Nov2025,2025-12-28 23:16:00,1,True,2301.03
sess_002483,user_012482,facebook,CAMP_0008,Influencer Collaboration - Eco Accessories - Sep2025,2025-09-30 20:20:00,1,True,883.29
sess_002484,user_012483,facebook,CAMP_0044,Flash Sale - Organic Footwear - Nov2025,2025-11-24 09:28:00,1,True,2620.73
sess_002485,user_012484,facebook,CAMP_0046,Festive Campaign - Eco Accessories - Nov2025,2025-12-01 08:57:00,1,True,2274.76
sess_002486,user_012485,facebook,CAMP_0008,Influencer Collaboration - Eco Accessories - Sep2025,2025-09-30 00:50:00,1,True,800.71
sess_002487,user_012486,google,CAMP_0039,Flash Sale - Sustainable Clothing - Oct2025,2025-10-26 11:29:00,1,True,3356.09
sess_002488,user_012487,instagram,CAMP_0028,Influencer Collaboration - Green Living - Nov2025,2025-12-01 18:32:00,1,True,1274.69
sess_002489,user_012488,instagram,CAMP_0031,Flash Sale - Organic Footwear - Sep2025,2025-10-23 21:04:00,1,True,2661.5
sess_002490,user_012489,google,CAMP_0032,Flash Sale - Eco Accessories - Oct2025,2025-11-14 17:36:00,1,True,3002.12
sess_002491,user_012490,google,CAMP_0012,Festive Campaign - Organic Footwear - Nov2025,2025-12-17 14:09:00,1,True,3173.74
sess_002492,user_012491,facebook,CAMP_0049,Influencer Collaboration - Green Living - Sep2025,2025-09-26 14:29:00,1,True,2786.22
sess_002493,user_012492,instagram,CAMP_0010,Influencer Collaboration - Organic Footwear - Sep2025,2025-10-14 06:13:00,1,True,1408.62
sess_002494,user_012493,google,CAMP_0040,Product Launch - Sustainable Clothing - Nov2025,2025-12-04 12:32:00,1,True,3096.14
sess_002495,user_012494,facebook,CAMP_0044,Flash Sale - Organic Footwear - Nov2025,2025-11-24 16:01:00,1,True,2443.67
sess_002496,user_012495,google,CAMP_0009,Brand Awareness - Green Living - Nov2025,2025-11-27 10:32:00,1,True,1972.55
sess_002497,user_012496,google,CAMP_0015,Festive Campaign - Eco Accessories - Nov2025,2025-11-14 10:08:00,1,True,3171.94
sess_002498,user_012497,facebook,CAMP_0018,Influencer Collaboration - Green Living - Oct2025,2025-10-30 14:14:00,1,True,1321.22
sess_002499,user_012498,google,CAMP_0043,Brand Awareness - Eco Accessories - Oct2025,2025-10-24 06:17:00,1,True,4061.91
sess_002500,user_012499,google,CAMP_0012,Festive Campaign - Organic Footwear - Nov2025,2025-12-17 19:02:00,1,True,1869.93
sess_002501,user_012500,facebook,CAMP_0049,Influencer Collaboration - Green Living - Sep2025,2025-09-26 02:50:00,1,True,2327.37
sess_002502,user_012501,facebook,CAMP_0041,Festive Campaign - Sustainable Clothing - Nov2025,2025-12-18 03:51:00,1,True,1344.69
sess_002503,user_012502,instagram,CAMP_0029,Influencer Collaboration - Organic Footwear - Nov2025,2025-12-01 01:50:00,1,True,2079.53
sess_002504,user_012503,facebook,CAMP_0036,Product Launch - Green Living - Nov2025,2025-11-24 04:40:00,1,True,844.8
sess_002505,user_012504,google,CAMP_0030,Product Launch - Sustainable Clothing - Nov2025,2025-11-19 03:46:00,1,True,1321.02
sess_002506,user_012505,facebook,CAMP_0037,Flash Sale - Eco Accessories - Nov2025,2025-12-17 00:39:00,1,True,2254.49
sess_002507,user_012506,instagram,CAMP_0026,Influencer Collaboration - Organic Footwear - Nov2025,2025-11-22 12:26:00,1,True,950.59
sess_002508,user_012507,facebook,CAMP_0027,Product Launch - Sustainable Clothing - Nov2025,2025-12-15 22:58:00,1,True,1459.09
sess_002509,user_012508,facebook,CAMP_0021,Influencer Collaboration - Organic Footwear - Oct2025,2025-11-13 10:52:00,1,True,945.85
sess_002510,user_012509,instagram,CAMP_0020,Product Launch - Eco Accessories - Oct2025,2025-11-09 07:13:00,1,True,704.63
sess_002511,user_012510,instagram,CAMP_0031,Flash Sale - Organic Footwear - Sep2025,2025-10-23 09:40:00,1,True,3812.13
sess_002512,user_012511,facebook,CAMP_0019,Product Launch - Eco Accessories - Nov2025,2025-12-23 04:48:00,1,True,2613.58
sess_002513,user_012512,instagram,CAMP_0007,Flash Sale - Organic Footwear - Oct2025,2025-11-04 05:56:00,1,True,894.88
sess_002514,user_012513,facebook,CAMP_0021,Influencer Collaboration - Organic Footwear - Oct2025,2025-11-13 19:23:00,1,True,609.43
sess_002515,user_012514,instagram,CAMP_0048,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-11-09 18:44:00,1,True,1777.97
sess_002516,user_012515,facebook,CAMP_0045,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-11-01 21:30:00,1,True,633.24
sess_002517,user_012516,facebook,CAMP_0041,Festive Campaign - Sustainable Clothing - Nov2025,2025-12-18 05:23:00,1,True,1454.58
sess_002518,user_012517,instagram,CAMP_0028,Influencer Collaboration - Green Living - Nov2025,2025-12-01 06:20:00,1,True,1328.34
sess_002519,user_012518,facebook,CAMP_0021,Influencer Collaboration - Organic Footwear - Oct2025,2025-11-13 17:37:00,1,True,729.11
sess_002520,user_012519,google,CAMP_0030,Product Launch - Sustainable Clothing - Nov2025,2025-11-19 04:44:00,1,True,1224.36
sess_002521,user_012520,google,CAMP_0030,Product Launch - Sustainable Clothing - Nov2025,2025-11-19 04:18:00,1,True,1999.15
sess_002522,user_012521,facebook,CAMP_0044,Flash Sale - Organic Footwear - Nov2025,2025-11-24 14:43:00,1,True,1900.27
sess_002523,user_012522,facebook,CAMP_0049,Influencer Collaboration - Green Living - Sep2025,2025-09-26 14:33:00,1,True,1799.5
sess_002524,user_012523,facebook,CAMP_0005,Festive Campaign - Eco Accessories - Sep2025,2025-10-08 05:46:00,1,True,702.11
sess_002525,user_012524,google,CAMP_0034,Brand Awareness - Green Living - Sep2025,2025-10-05 14:42:00,1,True,2415.61
sess_002526,user_012525,facebook,CAMP_0024,Product Launch - Organic Footwear - Nov2025,2025-11-27 20:17:00,1,True,1671.67
sess_002527,user_012526,instagram,CAMP_0048,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-11-09 17:37:00,1,True,1765.9
sess_002528,user_012527,facebook,CAMP_0041,Festive Campaign - Sustainable Clothing - Nov2025,2025-12-18 09:39:00,1,True,803.32
sess_002529,user_012528,facebook,CAMP_0005,Festive Campaign - Eco Accessories - Sep2025,2025-10-08 16:14:00,1,True,1250.33
sess_002530,user_012529,instagram,CAMP_0028,Influencer Collaboration - Green Living - Nov2025,2025-12-01 23:20:00,1,True,1595.63
sess_002531,user_012530,instagram,CAMP_0014,Flash Sale - Sustainable Clothing - Oct2025,2025-11-06 05:49:00,1,True,2073.37
sess_002532,user_012531,instagram,CAMP_0028,Influencer Collaboration - Green Living - Nov2025,2025-12-01 18:59:00,1,True,1715.95
sess_002533,user_012532,facebook,CAMP_0027,Product Launch - Sustainable Clothing - Nov2025,2025-12-15 20:50:00,1,True,1510.43
sess_002534,user_012533,facebook,CAMP_0021,Influencer Collaboration - Organic Footwear - Oct2025,2025-11-13 20:39:00,1,True,701.98
sess_002535,user_012534,facebook,CAMP_0037,Flash Sale - Eco Accessories - Nov2025,2025-12-17 05:22:00,1,True,3735.28
sess_002536,user_012535,google,CAMP_0012,Festive Campaign - Organic Footwear - Nov2025,2025-12-17 13:25:00,1,True,2689.31
sess_002537,user_012536,google,CAMP_0013,Influencer Collaboration - Green Living - Oct2025,2025-10-31 07:45:00,1,True,363.94
sess_002538,user_012537,facebook,CAMP_0023,Product Launch - Sustainable Clothing - Oct2025,2025-11-02 03:39:00,1,True,4014.04
sess_002539,user_012538,facebook,CAMP_0045,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-11-01 09:58:00,1,True,1678.38
sess_002540,user_012539,google,CAMP_0032,Flash Sale - Eco Accessories - Oct2025,2025-11-14 13:52:00,1,True,3619.4
sess_002541,user_012540,google,CAMP_0012,Festive Campaign - Organic Footwear - Nov2025,2025-12-17 12:51:00,1,True,2765.4
sess_002542,user_012541,facebook,CAMP_0046,Festive Campaign - Eco Accessories - Nov2025,2025-12-01 01:33:00,1,True,3117.84
sess_002543,user_012542,facebook,CAMP_0024,Product Launch - Organic Footwear - Nov2025,2025-11-27 04:09:00,1,True,1148.99
sess_002544,user_012543,facebook,CAMP_0019,Product Launch - Eco Accessories - Nov2025,2025-12-23 15:16:00,1,True,2565.37
sess_002545,user_012544,instagram,CAMP_0020,Product Launch - Eco Accessories - Oct2025,2025-11-09 05:40:00,1,True,483.36
sess_002546,user_012545,instagram,CAMP_0002,Product Launch - Eco Accessories - Oct2025,2025-10-23 05:32:00,1,True,3466.39
sess_002547,user_012546,instagram,CAMP_0001,Flash Sale - Eco Accessories - Sep2025,2025-10-05 06:27:00,1,True,789.75
sess_002548,user_012547,facebook,CAMP_0047,Influencer Collaboration - Organic Footwear - Oct2025,2025-11-21 13:33:00,1,True,3034.94
sess_002549,user_012548,facebook,CAMP_0024,Product Launch - Organic Footwear - Nov2025,2025-11-27 10:54:00,1,True,1263.0
sess_002550,user_012549,facebook,CAMP_0047,Influencer Collaboration - Organic Footwear - Oct2025,2025-11-21 01:18:00,1,True,3130.89
sess_002551,user_012550,google,CAMP_0039,Flash Sale - Sustainable Clothing - Oct2025,2025-10-26 07:47:00,1,True,2478.89
sess_002552,user_012551,instagram,CAMP_0010,Influencer Collaboration - Organic Footwear - Sep2025,2025-10-14 23:00:00,1,True,2140.08
sess_002553,user_012552,instagram,CAMP_0001,Flash Sale - Eco Accessories - Sep2025,2025-10-05 04:14:00,1,True,771.81
sess_002554,user_012553,google,CAMP_0009,Brand Awareness - Green Living - Nov2025,2025-11-27 16:20:00,1,True,1780.03
sess_002555,user_012554,instagram,CAMP_0026,Influencer Collaboration - Organic Footwear - Nov2025,2025-11-22 21:46:00,1,True,830.74
sess_002556,user_012555,instagram,CAMP_0042,Festive Campaign - Organic Footwear - Sep2025,2025-10-10 16:57:00,1,True,1857.21
sess_002557,user_012556,facebook,CAMP_0041,Festive Campaign - Sustainable Clothing - Nov2025,2025-12-18 01:58:00,1,True,1181.8
sess_002558,user_012557,instagram,CAMP_0003,Flash Sale - Organic Footwear - Oct2025,2025-11-18 03:30:00,1,True,2434.23
sess_002559,user_012558,facebook,CAMP_0047,Influencer Collaboration - Organic Footwear - Oct2025,2025-11-21 10:39:00,1,True,1550.71
sess_002560,user_012559,instagram,CAMP_0003,Flash Sale - Organic Footwear - Oct2025,2025-11-18 19:44:00,1,True,1976.84
sess_002561,user_012560,instagram,CAMP_0048,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-11-09 03:34:00,1,True,1107.61
sess_002562,user_012561,google,CAMP_0043,Brand Awareness - Eco Accessories - Oct2025,2025-10-24 11:45:00,1,True,2874.91
sess_002563,user_012562,instagram,CAMP_0017,Festive Campaign - Green Living - Sep2025,2025-10-01 18:15:00,1,True,2041.38
sess_002564,user_012563,facebook,CAMP_0037,Flash Sale - Eco Accessories - Nov2025,2025-12-17 06:22:00,1,True,2413.05
sess_002565,user_012564,instagram,CAMP_0002,Product Launch - Eco Accessories - Oct2025,2025-10-23 00:35:00,1,True,1009.79
sess_002566,user_012565,facebook,CAMP_0005,Festive Campaign - Eco Accessories - Sep2025,2025-10-08 11:04:00,1,True,1140.1
sess_002567,user_012566,facebook,CAMP_0050,Flash Sale - Sustainable Clothing - Nov2025,2025-12-04 08:04:00,1,True,2853.05
sess_002568,user_012567,facebook,CAMP_0027,Product Launch - Sustainable Clothing - Nov2025,2025-12-15 23:22:00,1,True,1803.46
sess_002569,user_012568,instagram,CAMP_0001,Flash Sale - Eco Accessories - Sep2025,2025-10-05 23:33:00,1,True,906.99
sess_002570,user_012569,instagram,CAMP_0026,Influencer Collaboration - Organic Footwear - Nov2025,2025-11-22 16:21:00,1,True,985.19
sess_002571,user_012570,facebook,CAMP_0046,Festive Campaign - Eco Accessories - Nov2025,2025-12-01 09:08:00,1,True,2454.05
sess_002572,user_012571,instagram,CAMP_0014,Flash Sale - Sustainable Clothing - Oct2025,2025-11-06 20:15:00,1,True,1390.46
sess_002573,user_012572,facebook,CAMP_0049,Influencer Collaboration - Green Living - Sep2025,2025-09-26 19:44:00,1,True,2185.55
sess_002574,user_012573,instagram,CAMP_0002,Product Launch - Eco Accessories - Oct2025,2025-10-23 03:09:00,1,True,1744.25
sess_002575,user_012574,google,CAMP_0032,Flash Sale - Eco Accessories - Oct2025,2025-11-14 15:15:00,1,True,3910.02
sess_002576,user_012575,instagram,CAMP_0031,Flash Sale - Organic Footwear - Sep2025,2025-10-23 15:34:00,1,True,3630.9
sess_002577,user_012576,instagram,CAMP_0031,Flash Sale - Organic Footwear - Sep2025,2025-10-23 03:10:00,1,True,2413.31
sess_002578,user_012577,instagram,CAMP_0028,Influencer Collaboration - Green Living - Nov2025,2025-12-01 09:04:00,1,True,1564.8
sess_002579,user_012578,facebook,CAMP_0024,Product Launch - Organic Footwear - Nov2025,2025-11-27 04:03:00,1,True,1518.99
sess_002580,user_012579,instagram,CAMP_0029,Influencer Collaboration - Organic Footwear - Nov2025,2025-12-01 00:05:00,1,True,1972.34
sess_002581,user_012580,google,CAMP_0034,Brand Awareness - Green Living - Sep2025,2025-10-05 13:55:00,1,True,1788.08
sess_002582,user_012581,google,CAMP_0038,Festive Campaign - Eco Accessories - Nov2025,2025-12-28 04:59:00,1,True,2996.06
sess_002583,user_012582,facebook,CAMP_0045,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-11-01 09:30:00,1,True,950.55
sess_002584,user_012583,facebook,CAMP_0004,Festive Campaign - Green Living - Nov2025,2025-12-01 08:55:00,1,True,1648.68
sess_002585,user_012584,instagram,CAMP_0020,Product Launch - Eco Accessories - Oct2025,2025-11-09 00:15:00,1,True,852.9
sess_002586,user_012585,instagram,CAMP_0020,Product Launch - Eco Accessories - Oct2025,2025-11-09 10:09:00,1,True,896.02
sess_002587,user_012586,facebook,CAMP_0037,Flash Sale - Eco Accessories - Nov2025,2025-12-17 20:39:00,1,True,2557.44
sess_002588,user_012587,facebook,CAMP_0023,Product Launch - Sustainable Clothing - Oct2025,2025-11-02 21:05:00,1,True,3492.11
sess_002589,user_012588,facebook,CAMP_0006,Influencer Collaboration - Sustainable Clothing - Sep2025,2025-10-25 21:31:00,1,True,4099.47
sess_002590,user_012589,instagram,CAMP_0014,Flash Sale - Sustainable Clothing - Oct2025,2025-11-06 21:43:00,1,True,1942.03
sess_002591,user_012590,facebook,CAMP_0006,Influencer Collaboration - Sustainable Clothing - Sep2025,2025-10-25 08:51:00,1,True,2536.99
sess_002592,user_012591,facebook,CAMP_0006,Influencer Collaboration - Sustainable Clothing - Sep2025,2025-10-25 10:15:00,1,True,2408.31
sess_002593,user_012592,facebook,CAMP_0021,Influencer Collaboration - Organic Footwear - Oct2025,2025-11-13 11:54:00,1,True,1001.14
sess_002594,user_012593,instagram,CAMP_0026,Influencer Collaboration - Organic Footwear - Nov2025,2025-11-22 02:41:00,1,True,693.99
sess_002595,user_012594,google,CAMP_0012,Festive Campaign - Organic Footwear - Nov2025,2025-12-17 04:28:00,1,True,3584.19
sess_002596,user_012595,google,CAMP_0009,Brand Awareness - Green Living - Nov2025,2025-11-27 17:13:00,1,True,2063.27
sess_002597,user_012596,facebook,CAMP_0036,Product Launch - Green Living - Nov2025,2025-11-24 22:06:00,1,True,1133.47
sess_002598,user_012597,google,CAMP_0038,Festive Campaign - Eco Accessories - Nov2025,2025-12-28 04:29:00,1,True,3075.06
sess_002599,user_012598,instagram,CAMP_0029,Influencer Collaboration - Organic Footwear - Nov2025,2025-12-01 04:28:00,1,True,1717.62
sess_002600,user_012599,instagram,CAMP_0010,Influencer Collaboration - Organic Footwear - Sep2025,2025-10-14 23:06:00,1,True,2127.13
sess_002601,user_012600,facebook,CAMP_0033,Product Launch - Eco Accessories - Oct2025,2025-11-13 03:04:00,1,True,1557.85
sess_002602,user_012601,google,CAMP_0030,Product Launch - Sustainable Clothing - Nov2025,2025-11-19 06:48:00,1,True,1018.0
sess_002603,user_012602,facebook,CAMP_0023,Product Launch - Sustainable Clothing - Oct2025,2025-11-02 22:16:00,1,True,3463.49
sess_002604,user_012603,facebook,CAMP_0021,Influencer Collaboration - Organic Footwear - Oct2025,2025-11-13 20:09:00,1,True,1365.8
sess_002605,user_012604,instagram,CAMP_0048,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-11-09 12:43:00,1,True,1779.64
sess_002606,user_012605,google,CAMP_0009,Brand Awareness - Green Living - Nov2025,2025-11-27 13:10:00,1,True,2460.43
sess_002607,user_012606,google,CAMP_0040,Product Launch - Sustainable Clothing - Nov2025,2025-12-04 09:20:00,1,True,3629.98
sess_002608,user_012607,facebook,CAMP_0023,Product Launch - Sustainable Clothing - Oct2025,2025-11-02 07:48:00,1,True,3738.31
sess_002609,user_012608,facebook,CAMP_0018,Influencer Collaboration - Green Living - Oct2025,2025-10-30 12:48:00,1,True,1456.39
sess_002610,user_012609,google,CAMP_0034,Brand Awareness - Green Living - Sep2025,2025-10-05 13:20:00,1,True,1919.13
